teksts;vērtība;atsauce
Klausi manam padomam. Jo es pats noteikti neesmu tik stulbs, lai to darītu.;1;https://spoki.lv/joki/23-sarkastiski-jocini-labakai-dienai/886410
Klausījos tiešraidi un mani izmeta. 20 min neatlaidīgi centos tikt atpakaļ iekšā, un tikai tagad uzzināju, ka tehniskas problēmas.;0;https://twitter.com/naktstaurenis/status/1765040044559999030
Klavieres bija spīdošā formā, bet pianistu gan vajadžeja uzskaņot.;1;Dušenko K. Lielā aforismu grāmata. 488. lpp. Autors: NA
Klimata pārmaiņu dēļ leduslāči zaudē bīstami daudz svara;0;https://zinas.tv3.lv/900-sekundes/klimata-parmainu-del-leduslaci-zaude-bistami-daudz-svara/
Kļūt par alkaholiķi vai narkomānu ir ļoti viegli – atliek tikai nesasveicināties ar pensionāriem pagalmā!;1;https://anekdotes.eu/page/116
Ko brīvdienās? Idejas nedēļas nogales pavadīšanai;0;https://www.tv3.lv/dzivesstils/pasakumi/afisa/ko-brivdienas-idejas-nedelas-nogales-pavadisanai/
Ko nevajadzētu darīt, kad esi kārtīgi paēdis?;0;https://receptes.tvnet.lv/7728776/ko-nevajadzetu-darit-kad-esi-kartigi-paedis
Ko nozīmē būt savas paaudzes balsij? Saruna ar reperi Prusax;0;https://www.lsm.lv/raksts/kultura/muzika/28.01.2024-ko-nozime-but-savas-paaudzes-balsij-saruna-ar-reperi-prusax.a540200/
Ko stāvi uz sliekšņa? Nekautrējies, ej prom;1;https://twitter.com/TirsSarkasms/status/389097555508076544
Ko Tu tur runā! Nesit neviens tās sievietes!;1;https://twitter.com/ilzekuzmina/status/1707393545806442696
Komentāri tādi patriotiski;1;https://twitter.com/AKrasevskis/status/1725811219100049587
Koncerts - klausītāju klepus, ko nemitīgi pārtrauc mūzika.;1;Dušenko K. Lielā aforismu grāmata. 488. lpp. Autors: NA
Kontroldarbus pārrakstīt nedrīkstēs. Kā Latvijas skolās darbosies jaunā atzīmju sistēma;0;https://www.delfi.lv/life/56010800/notikumi/56363018/kontroldarbus-parrakstit-nedrikstes-ka-latvijas-skolas-darbosies-jauna-atzimju-sistema
Kopš kura laika sešos vēl ir gaišs!? Nepiefiksēju, ka šitas notiek.;0;https://twitter.com/ArtursL/status/1765406986261176717
Kopš tevi ieraudzīju, uzreiz sapratu, ka visu savu atlikušo dzīvi centīšos no tevis izvairīties.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699/1/2
Koronavīruss tiek nepamatoti diskriminēts, es ierosinu noteikt karantīnu visiem, kas nāk no bērnudārza! Man ir apnicis slimot ar bērnudārza vīrusiem!;1;https://twitter.com/nenormamma/status/1232547772940869632
Kristena Stjuarte atklāj, kādas zvaigznes piedalīsies viņas Latvijā uzņemtajā filmā;0;https://sejas.tvnet.lv/7978631/kristena-stjuarte-atklaj-kadas-zvaigznes-piedalisies-vinas-latvija-uznemtaja-filma
Kuldīgā atklāts jauns skatu tornis;0;https://www.tvnet.lv/7957342/kuldiga-atklats-jauns-skatu-tornis
Kultūras ministrija plāno ieviest latviešu mūzikas kvotu vietējās raidstacijās;0;https://www.lsm.lv/raksts/kultura/muzika/02.02.2024-kulturas-ministrija-plano-ieviest-latviesu-muzikas-kvotu-vietejas-raidstacijas.a541464/
Ķīmiju māca skolas medmāsa, matemātiku – bibliotekāre. Skolotāju trūkums Latvijā ir kritisks;0;https://www.delfi.lv/56089010/reformu-vaig/56238370/kimiju-maca-skolas-medmasa-matematiku-bibliotekare-skolotaju-trukums-latvija-ir-kritisks
Laba reportāža. Žurnālistam precīzi teksti.;0;https://twitter.com/DaceBalode/status/1769310540961140859
Labas ziņas par elektrības cenu;0;https://nra.lv/latvija/446343-labas-zinas-par-elektribas-cenu.htm
Labāk lai ir klusums un nekas nenotiek. Mums jau Latvijā baigi maz tādu vietu kur nekas nenotiek. ;1;https://twitter.com/traxis123/status/1770048396860022786
"Labāk pēc lugām/filmām - ""Pūt, vējiņi!"" Uldis uzmācās Baibiņai. Ar varu bučoja. ""Ugunī""/""Purva bridējs"" Edgars uzmācās Kristīnei, ar varu gultā iemeta. Filmas ir jācenzē.";1;https://twitter.com/Vitenav/status/1772872745891561928
Labdien! Pārbaudījām aplikāciju - attēla pievienošana darbojas. Ir gadījumi, kad attēlu nav izdevies pievienot, ja tas tikko uzņemts un netiek pievienots caur galeriju. Noteikti pamēģiniet vēlreiz.;0;https://twitter.com/poic_jelgava/status/1765720130187583598
Labdien, vai Valsts Drošības dienests? - Jā - Jūs mūs noklausaties? - Jā - Esiet, lūdzu tik laipni, sieva sūtīja uz veikalu, kartupeļi, sviests, cukurs, un kas ceturtais bija jānopērk?;1;https://twitter.com/TInzenieris/status/1323223189418369024
Labi, ka ir vecākais brālis! Tu vismaz skaidri zini, kas tev pēc pāris gadiem būs mugurā!;1;https://nra.lv/izklaide/291176-smiekligi-joki-labakam-garastavoklim.htm
Labi, ka mums nav Nīčes ielas;1;https://twitter.com/malta_ieva/status/1760657636825997779
Labi, ka pie mums ir ierobežota alkohola tirdzniecība no 22 līdz 8, pateicoties tam alkohola patēriņš ir strauji mazinājies! Noteikti alkohola pārdošanas ierobežojums DUS novērsīs to, ka tiek vadīti auto dzērumā!;1;https://twitter.com/couchexpert_/status/1711305336357781993
Labi, ka Vadimam ir viedoklis…;1;https://twitter.com/VPuikas/status/1465798681303687171
Labrīt Lai Jums visiem saulaina, silta un patīkama diena ;0;https://twitter.com/NaurisSedaKaki/status/1765625931404558429
Lai atrastu nepieciešamos dokumentus uz jūsu rakstāmgalda, būtu jāpieņem darbā vesela arheologu brigāde!;1;https://www.la.lv/ka-komunicet-ar-dzeligiem-cilvekiem-sesas-noderigas-strategijas
lai ārstu un medmāsu skaits atbilstu optimālam, sekmīgi jāturpina samazināt iedzīvotāju skaits ;1;https://twitter.com/komako66/status/1066023518352089089
Lai dzīvo Latvijas valsts nodokļu politika un likumdošana...pati stabilākā visā galaktikā;1;https://twitter.com/VienkarsiHaims/status/1136586018948354048
Lai nopelnītu sev iztiku, ir jāstrādā. Lai kļūtu bagāts – jāizdomā kaut kas cits.;1;https://anekdotes.wordpress.com/2010/03/23/smiekligi-izteicieni/
Laiks ārā uzrunā. Sabiedrība telpās tā pat. Un doties arī nekur negribu!;1;https://twitter.com/Auzainais/status/526348654559633408
Laiks visiem, kas iebraukuši ASV, pamest to. Un palikt tikai tiem, kas cēlušies no cilvēkiem, kas tur bija pirms Kolumba.;1;https://twitter.com/EdgarsFoto/status/1271083990821277697
Latgales pusē atjaunota melno stārķu ligzdas pamatne;0;https://www.tv3.lv/dzivesstils/dzivnieki/latgales-puse-atjaunoja-melno-starku-ligzdas-pamatni/
Latgalē pansionātos pieaug gan cenas, gan rindas;0;https://www.lsm.lv/raksts/zinas/latvija/17.02.2024-latgale-pansionatos-pieaug-gan-cenas-gan-rindas.a543296/
Latvieši ir tik depresīvi, ka no kaņepēm taisa sviestu.;1;https://spoki.lv/joki/Joki-kurus-sapratis-tikai-un-vienigi/880057/1/2
Latviešu buramvārdi, kas maina apstākļus: Nē, šodien es pa mierīgo.;1;https://spoki.lv/joki/Joki-kurus-sapratis-tikai-un-vienigi/880057/1/2
Latviešu leģionārus piemin arī tautieši Lielbritānijā;0;https://www.lsm.lv/raksts/zinas/arzemes/16.03.2024-latviesu-legionarus-piemin-ari-tautiesi-lielbritanija.a546981/
Latviešu rakstnieku kaķu un suņu stāsti;0;https://sejas.tvnet.lv/7882876/latviesu-rakstnieku-kaku-un-sunu-stasti?_gl=1*yppgpa*_gcl_au*MTk2NDcxMDUzNy4xNzA4OTY0OTA2&_ga=2.130963596.2078263571.1710698918-501664052.1708964906
Latviešu tautas paruna: vai nu tu pelni, vai strādā legāli.;1;https://spoki.lv/joki/Dazas-labas-isas-anekdotes/116699
Latviešu valoda tiešām ir pasaules grūtākā valoda - kā gan citādi var izskaidrot dzīvošanu mūsu Latvijā, pat piedzimšanu tanī, bet nevarēt iemācīties valodu A2(!!!) līmenī, pa vidam vēl dzirdot, ka mācīšanās radot tādu stresu, kam sekojot infarkti/insulti un kas tik nē.;1;https://twitter.com/kSukevics/status/1697896970281427282
Latviešu valodas apmācībai plāno novirzīt 4,6 miljonus eiro;0;https://nra.lv/latvija/448497-latviesu-valodas-apmacibai-plano-novirzit-4-6-miljonus-eiro.htm
Latvietis ir izturīgs - ja latvietis var izturēt 2 mēnešus ar Ziemassvētku dziesmām lielveikalos, tad viena nedēļa ar t.s. Līgo/Jāņu šlāgeriem ir vienkārši pupu mizas.;1;https://twitter.com/tvitermaniaks2/status/1539653980619280385
Latvijai godu tas nedara. Banku sektorā mums ir zemākā klientu apkalpošanas kvalitāte Baltijā;0;https://nra.lv/ekonomika/latvija/446803-latvijai-godu-tas-nedara-banku-sektora-mums-ir-zemaka-klientu-apkalposanas-kvalitate-baltija.htm
Latvijas 3x3 basketbolisti izcīna divas uzvaras turnīrā Francijā;0;https://sportacentrs.com/basketbols/3x3_basketbols/23022024-latvijas_3x3_basketbolisti_izcina_divas_u
Latvijas augstskolās šogad mazākais studentu skaits 20 gadu laikā;0;https://www.lsm.lv/raksts/zinas/latvija/16.02.2024-latvijas-augstskolas-sogad-mazakais-studentu-skaits-20-gadu-laika.a543149/
Latvijas basketbola izlase pret Spāniju spēlēs bez Siliņa, Helmaņa un Blūma;0;https://www.lsm.lv/raksts/sports/basketbols/21.02.2024-latvijas-basketbola-izlase-pret-spaniju-speles-bez-silina-helmana-un-bluma.a543886/
Latvijas basketbolisti ceļu uz Eiropas čempionātu sāk ar spraigu uzvaru pār Spāniju;0;https://www.lsm.lv/raksts/sports/basketbols/22.02.2024-latvijas-basketbolisti-celu-uz-eiropas-cempionatu-sak-ar-spraigu-uzvaru-par-spaniju.a544051/
Latvijas futbola izlase FIFA rangā saglabā 137.vietu;0;https://nra.lv/sports/futbols/441340-latvijas-futbola-izlase-fifa-ranga-saglaba-137-vietu.htm
Latvijas hokejisti Jaunatnes ziemas olimpiskajās spēlēs cīnīsies par zeltu;0;https://nra.lv/sports/444968-latvijas-hokejisti-jaunatnes-ziemas-olimpiskajas-speles-cinisies-par-zeltu.htm
Latvijas iedzīvotājiem trūkst zināšanu par rīcību krīzes situācijās. Kurš atbildīgs?;0;https://www.lsm.lv/raksts/zinas/latvija/25.02.2024-latvijas-iedzivotajiem-trukst-zinasanu-par-ricibu-krizes-situacijas-kurs-atbildigs.a543956/
Latvijas klubi Livonijas Ziemas kausa kopvērtējumā pārspēj Igaunijas vienības;0;https://sports.tvnet.lv/7967675/latvijas-klubi-livonijas-ziemas-kausa-kopvertejuma-parspej-igaunijas-vienibas?utm_stuff=meowmeow&_gl=1*165nakf*_gcl_au*MTkwNDM4MTUzMi4xNzA4Nzk0NTc4&_ga=2.155145848.1136275095.1708794579-1930646647.1708794579
Latvijas U19 izlasi vadīs Dobrecovs, U17 izlasi - Gluščuks;0;https://sportacentrs.com/futbols/latvijas_izlase/23022024-latvijas_u19_izlasi_vadis_dobrecovs_u17_i
Latvijas zāļu apgāde nav gatava krīzēm, brīdina eksperti;0;https://www.delfi.lv/193/politics/56340376/latvijas-zalu-apgade-nav-gatava-krizem-bridina-eksperti
Latvijā ar vien populārāks kļūst sporta veids – BEISBOLS, jo pēc statistikas datiem pēdējā gada laikā ir pārdotas 5000 nūjas, 3 bumbiņas un viens cimds.;1;https://anekdotes.eu/page/106
Latvijā degviela kļūst dārgāka;0;https://nra.lv/latvija/447512-latvija-degviela-klust-dargaka.htm
Latvijā lielākā daļa sāk savu biznesu par personīgajiem uzkrājumiem;0;https://nra.lv/latvija/446863-latvija-lielaka-dala-sak-savu-biznesu-par-personigajiem-uzkrajumiem.htm
Latvijā lielākā daļa slēpošanas trašu noslēgušas sezonu, bet varētu atsākt darbu, iestājoties piemērotiem laika apstākļiem;0;https://www.tv3.lv/dzivesstils/latvija-lielaka-dala-sleposanas-trasu-noslegusas-sezonu-bet-varetu-atsakt-darbu-iestajoties-piemerotiem-laika-apstakliem/
Latvijā naudu visbiežāk krāj skaidrā veidā;0;https://nra.lv/latvija/446474-latvija-naudu-visbiezak-kraj-skaidra-veida.htm
Latvijā radītas taktilas mēbeles, kas noderēs trauksmainos birojos;0;https://zinas.tv3.lv/zinatne-un-tehnologijas/latvija-raditas-taktilas-mebeles-kas-noderes-trauksmainos-birojos/
Latvijā radīts cimds palīdz e‑sportistiem izvairīties no traumām;0;https://zinas.tv3.lv/zinatne-un-tehnologijas/tehnologijas/latvija-radits-cimds-palidz-e-sportistiem-izvairities-no-traumam/
"Latvijā tiek ieviests jauns doktorantūras modelis; doktorantiem studiju laikā būs atalgojums";0;https://www.tvnet.lv/7979588/latvija-tiek-ieviests-jauns-doktoranturas-modelis-doktorantiem-studiju-laika-bus-atalgojums
Latvijā turpina pieaugt saslimstība ar gripu;0;https://www.delfi.lv/193/politics/56359048/latvija-turpina-pieaugt-saslimstiba-ar-gripu
Latvijā, Lielbritānijā un Kanādā veidos unikālu testa vidi robotizētiem kuģiem;0;https://www.tvnet.lv/7966956/latvija-lielbritanija-un-kanada-veidos-unikalu-testa-vidi-robotizetiem-kugiem
Lauksaimnieki ar traktoriem ierodas Parīzē;0;https://www.tvnet.lv/7966515/lauksaimnieki-ar-traktoriem-ierodas-parize
"Lielas, resnas Vedēju sievas. Vedamas laukā, Šķeļamas pušu; Būs mūs' brāļiem Kumeļu siles.";1;https://latviandainas.lib.virginia.edu/tei.latv06.xml%3Flang=lav&div_id=latv06_s2ss13a.html
Lieliska ideja, bet pacelsim latiņu augstāk - atceļam nodokļus pavisam! Tauta kļūs stāvus bagāta!;1;https://twitter.com/ArmandsOnzuls/status/1016397010835070976
Liels prieks, ka latvieši ir gudrākie Eiropā un atkoduši, ka mūs ar vakcīnām mēģina noindēd, tāpēc lielākā daļa nevakcinējas;1;https://twitter.com/MR_ES91/status/1428268730765778946
Liepājai - 399! Pilsēta ar vērienu atzīmē dzimšanas dienu;0;https://www.tvnet.lv/7981644/liepajai-399-pilseta-ar-verienu-atzime-dzimsanas-dienu
Liepājā pārspēts 99 gadus sens siltuma rekords;0;https://www.delfi.lv/193/politics/56349128/liepaja-parspets-99-gadus-sens-siltuma-rekords
Lietuvas prezidents anulē pilsonību balerīnai Ilzei Liepai;0;https://www.tvnet.lv/7975073/lietuvas-prezidents-anule-pilsonibu-balerinai-ilzei-liepai
Lietuvā dzimšanas dienas svinībās jaunieši brutāli piekauj meiteni un atstāj nomirt lapenē;0;https://zinas.tv3.lv/arvalstis/lietuva-dzimsanas-dienas-svinibas-jauniesi-brutali-nogalina-meiteni-un-atstaj-nomirt-lapene/
Lietuvā visas SIM kartes būs obligāti jāreģistrē;0;https://www.delfi.lv/46713439/arzemes/56206262/lietuva-visas-sim-kartes-bus-obligati-jaregistre
Lika strādāt 12 stundas dienā – par cilvēktirdzniecību restorānā Rīgā aiztur grupējumu;0;https://www.delfi.lv/161/criminal/56195992/lika-stradat-12-stundas-diena-par-cilvektirdzniecibu-restorana-riga-aiztur-grupejumu
Līdz ar pievienošanu Ogrei Ikšķilē svētku ir vairāk! Skat, mums pat vēl ir eglīte!;1;https://twitter.com/IlzeSalna/status/1755619570281533935
Līdz Leevon PPK pirmajai spēlei 20 dienas. Biļetes jau iepriekšpārdošanā;0;https://twitter.com/PaParisKausiem/status/1769606258942763213
Līdz mēneša beigām saglabāsies silts laiks;0;https://ciklons.tvnet.lv/7966068/lidz-menesa-beigam-saglabasies-silts-laiks?_gl=1*47j8zc*_gcl_au*MTkwNDM4MTUzMi4xNzA4Nzk0NTc4&_ga=2.159226106.1136275095.1708794579-1930646647.1708794579
"Līzītei plata mēle, Tur būs plata maizes lize; Ieviņai liels vēders, Tur būs laba maizes mulda.";1;https://latviandainas.lib.virginia.edu/tei.latv06.xml%3Flang=lav&div_id=latv06_s2ss13a.html
Loku un zaļumu audzēšana, sēklu diedzēšana vitamīniem un pavasarīgam priekam;0;https://www.lsm.lv/raksts/dzive--stils/vecaki-un-berni/23.02.2024-loku-un-zalumu-audzesana-seklu-diedzesana-vitaminiem-un-pavasarigam-priekam.a350816/
Lūdzu netraucē mani, kamēr es tevi ignorēju;1;https://twitter.com/TirsSarkasms/status/576369357527388160
Lūdzu, turpini runāt. Es vienmēr žāvājos, kad esmu ļoti ieinteresēts.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699
Lūk, kā notiek obligātā elektroskrejriteņu reģistrācija;0;https://www.tvnet.lv/7980334/noskaties-luk-ka-notiek-obligata-elektroskrejritenu-registracija
Lūstošu koku dēļ svētdien slēgts Rīgas Zoodārzs;0;https://www.delfi.lv/193/politics/56199576/lustosu-koku-del-svetdien-slegts-rigas-zoodarzs
LV ir tik daudz iedzīvotāji ,ka 1% gadā nešķiet daudz un svarīgi. ;1;https://twitter.com/raivistrelnieks/status/1760274686942876092
Ļoti brīnišķīga tradīcija. Vēl labāka ir tikai tradīcija sanākušajiem kopā aprunāt klāt neesošos radus. ;1;https://twitter.com/tvitermaniaks2/status/1724795847999906025
Ļoti daudzi cilvēki neievēro gramatikas likumus un uzskata to par normālu rīcību. ;1;https://twitter.com/IvarsForands/status/1624451437957709824
Ļoti meklēju šo grāmatu latviešu valodā priekš mammas! ;0;https://twitter.com/_JenCollins/status/1769410490931745180
Maģistrantūra tavam personības tipam;0;https://nra.lv/latvija/izglitiba-karjera/445284-magistrantura-tavam-personibas-tipam.htm
Mairita risina patiesi svarīgas problēmas. Visas sievietes, kuras Mairita glābj, to novērtē un Mairitu atbalsta. Neviens par Mairitu nerēc ;1;https://twitter.com/hipsterbiedriba/status/1719716243320471579
Maksātnespējas procesa administratori sniegs bezmaksas konsultācijas iedzīvotājiem;0;https://www.delfi.lv/193/politics/56398932/maksatnespejas-procesa-administratori-sniegs-bezmaksas-konsultacijas-iedzivotajiem
Makšķerēšanas sports nozīmē, ka izvilkto zivi noņem no āķa un atlaiž. Medību sports ir tad, ja nošauj pīli, izurbina skrotis un putnu atlaiž, lai vēl palido.;1;Sarauj. Sast. Dzintra Voitkāne. Izdots: Didam, 2008. 58. lpp.
Man gribētos dzīvot pasaulē, kur cilvēkiem ir ieslēgšanas un izslēgšanas pogas.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699/1/2
man ir 2 bērni. visiem dikti patīk viens, bet par otru man nekad diži nebūs jāuztraucas – jo viņa ir visa manī.;1;https://twitter.com/sku_dra/status/1139313574118068224
Man ir grāmata ar cilvēkiem, kuri man nepatīk. Tu esi uz vāka;1;https://twitter.com/TirsSarkasms/status/583276501078011904
Man patīk darbs. Tas mani fascinē. Es varu stundām ilgi sēdēt un to vērot.;1;https://twitter.com/TirsSarkasms/status/480003738435067904
"Man vēl vairāk ""patīk"" tas atšifrējums - bērna kopšanas atvaļinājums. Nu tiešām baigais atvaļinājums, kad var pusotru gadu neko citu nedarīt, tikai atpūsties un atpūsties";1;https://twitter.com/Hipotenza1/status/1562306546268250112
Man viņš nosauca pilnīgi visas paletes un pateica, lai pati testēju un izdomāju;0;https://twitter.com/akeberra/status/1768649687081308264
Man žēl, ka tavs bērniņš ir neglīts. Bet vismaz tu zini, ka tas ir tavs.;1;https://twitter.com/TirsSarkasms/status/371971929642512384
Mana draudzene iet uz sporta zāli un pa mēnesi ir jau nometusi 50 Ls;1;https://anekdotes.eu/page/97
Mana dzīve ir kā kontroldarbs, kuram es neko neesmu mācījies.;1;https://spoki.lv/foto-izlases/Viss-slikti-Luk-20-burvigi-sarkasma/889638/1/6
Mana sieva diriģente, dziedātāja, mūzikas skolotāja tev noteikti negribētu piekrist;0;https://twitter.com/Gatis_un_teevi/status/1769415051943838138
Manas durvis Tev vienmēr ir vaļā. Tu drīksti pa tām iziet.;1;https://twitter.com/TirsSarkasms/status/383629854467293184
Manas uzvedības brieduma līmenis ir atkarīgs no tā, ar ko es tajā brīdī esmu kopā;1;https://spoki.lv/foto-izlases/16-ironiski-un-smiekligi-tekstini-par/889647
