angliski;latviski;vērtība;atsauce
I'm sitting in a chair for several hours straight, voicing and editing a project about the dangers of too little physical activity! ;Es sēžu krēslā vairākas stundas pēc kārtas, izrunājot un rediģējot projektu par pārāk mazas fiziskās aktivitātes radītajām briesmām! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm watching Friends by myself. ;"Es skatos ""Draugus"" viena pati. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm watching a documentary for class about people who multi task and get distracted easily and I'm using my phone;Es skatos dokumentālo filmu klasei par cilvēkiem, kuri veic vairākus uzdevumus un viegli novērš uzmanību, un es izmantoju savu telefonu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i'm watching friends with my cat. ;Es skatos draugus ar savu kaķi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm watching the hangover with my two roommates Carlos and Tyler. Found out the babies real name is Tyler but Alan calls him Carlos ;Es skatos paģiras kopā ar saviem diviem istabas biedriem Karlosu un Taileru. Uzzināju, ka mazuļa īstais vārds ir Tailers, bet Alans viņu sauc par Karlosu ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I fail hard. At least I'm successful at something.;Es smagi cietu neveiksmi. Vismaz kaut kas man ir izdevies.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I laugh thinking about Austin saying he's not going to tell anyone he has a degree in mid evil literature! So intimidating! ;Es smejos, domājot par Ostinu, kurš saka, ka nevienam neteiks, ka viņam ir grāds vidējā ļaunuma literatūrā! Tik iebiedējoši! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I only come to social media sites to blurt out inconsequential nonsense. Surely I'm alone in this... ;Es sociālajos medijos ieeju tikai tāpēc, lai izkliegtu nenozīmīgas muļķības. Es noteikti esmu viena... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm playing the sarcastic symphony to show my deep concern. ;Es spēlēju sarkastisko simfoniju, lai parādītu savas dziļās bažas. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I work for a battery company and the company truck has not one but two dead batteries. Ha! ;Es strādāju akumulatoru uzņēmumā, un uzņēmuma kravas automašīnai ir ne viens, bet divi beigti akumulatori. Ha! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm in the digital marketing space, but rarely use my own Twitter. So what? ;Es strādāju digitālā mārketinga jomā, bet reti izmantoju savu Twitter. Un kas no tā? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I worked clean up crew at a dentist's office. Got so grossed out that I fainted and chipped my tooth.;Es strādāju tīrīšanas komandā zobārsta birojā. Man bija tik riebīgi, ka es apstulbu un izskrūvēju zobu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I work to buy a car to go to work.;Es strādāju, lai nopirktu mašīnu, ar ko braukt uz darbu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm stressing over a vacation I'm taking to destress ;Es stresēju par atvaļinājumu, ko ņemu, lai mazinātu stresu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I am stressing about an assignment that is ABOUT stress. ;Es stresēju par uzdevumu, kas ir PAR stresu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm complaining I'm getting fat yet I'm eating loads of shite?? ;Es sūdzos, ka kļūstu resna, bet es ēdu daudz sūda?? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I've experienced and seen more racism here than I've ever seen while living down south ;Es šeit esmu piedzīvojis un redzējis vairāk rasisma nekā jebkad, dzīvojot dienvidos. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I dont belong here' 'what the hell am i doing here' ;"Es šeit nepiederu ""ko, pie velna, es šeit daru"". ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I am the opposite of fresh right now ;Es šobrīd esmu gluži pretēji svaigam ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I ate a lot of chocolate and biscuits today and now I feel insanely sick - great job right here;Es šodien apēdu daudz šokolādes un cepumu, un tagad jūtos ārprātīgi slikti - lielisks darbs tieši šeit.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I literally took over 20,000 steps today, and now that I'm finally home, I get to massage her feet.;Es šodien burtiski veicu vairāk nekā 20 000 soļu, un tagad, kad beidzot esmu mājās, es varu masēt viņas kājas.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm not annoyed today at work or anything. ;Es šodien darbā neesmu dusmīgs vai kaut kas tamlīdzīgs. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I have sent more emails today than any day all summer and it's my first day of vacation. ;Es šodien esmu nosūtījusi vairāk e-pastu nekā jebkurā citā dienā visas vasaras garumā, un tā ir mana pirmā atvaļinājuma diena. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I feel really alone today and its wonderful. ;Es šodien jūtos patiešām vientuļa, un tas ir brīnišķīgi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"I enthusiastically defined the purpose of a semicolon in class today; mother would be proud. ";"Es šodien klasē aizrautīgi definēju semikolu nozīmi; mamma būtu lepna. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I tried to give my notice today, but no one from upper management was around for me to give it to. ;Es šodien mēģināju dot savu paziņojumu, bet neviena no augstākā līmeņa vadības nebija tuvumā, lai es to dotu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I got a free bible on the way to my religion class today;Es šodien pa ceļam uz reliģijas nodarbību saņēmu bezmaksas Bībeli.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I ain't puttin' too much effort into these salmon croquettes today. Watch it be the best batch I've ever produced.;Es šodien pārāk daudz pūļu neieguldīšu šajās laša kroketēs. Skaties, lai tā būtu labākā partija, kādu jebkad esmu pagatavojis.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I saw the most hipsterish hipster ever today. ;Es šodien redzēju vishipsteriskāko hipsteri. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I didn't get on tonight, because I have an appt in the morning, and knew I would be on too late. ;Es šovakar nebraucu, jo man no rīta bija vizīte, un zināju, ka būšu pārāk vēlu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I made a pillow case tonight. Yeah. I sew now. Let me just brush off my shoulder for a sec. ;Es šovakar uztaisīju spilvena pārvalku. Jā, es tagad šuju. Ļaujiet man tikai uz mirkli noslaucīt plecu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm gonna lose sleep tonight while writing a paper about how sleep can help you ;Es šovakar zaudēšu miegu, rakstot darbu par to, kā miegs var palīdzēt. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I really want to play harp right now.;Es tagad ļoti vēlos spēlēt arfu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I said somethings I didn't want to say today. Yet I thought about saying them anyway. ;Es teicu lietas, ko šodien negribēju teikt. Tomēr es tik un tā domāju to pateikt. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i told my trump-supporting mom i'm having a biracial baby. here's what happened.;Es teicu savai Trampu atbalstošajai mammai, ka man būs divrases bērns. lūk, kas notika.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I reminded you it's okay to love again, you reminded me why I've never loved. ;Es tev atgādināju, ka ir labi atkal mīlēt, tu man atgādināji, kāpēc es nekad neesmu mīlējis. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm not gonna thank you for the invite, I'm literally gonna thank you for not inviting me. ;Es tev nepateikšu paldies par ielūgumu, es burtiski tev pateikšos par to, ka mani neuzaicināji. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm really so glad that every single person has common sense and can be mature about things. ;Es tiešām ļoti priecājos, ka ikvienam cilvēkam ir vesels saprāts un ka viņš spēj būt nobriedis attiecībā uz lietām. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"I really don't think I hear ""You're 19? I thought you were like 16"" enough.";"Es tiešām nedomāju, ka dzirdēšu: ""Tev ir 19? Es domāju, ka tev ir 16"".";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I really don't understand why anyone would think I was weird?  Why would they think that? ;Es tiešām nesaprotu, kāpēc kāds varētu domāt, ka es biju dīvains?  Kāpēc viņi tā domā? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I really know how to pick the best landlords.;Es tiešām zinu, kā izvēlēties labākos namīpašniekus.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
It's so long I have been on twitter, I forgot my password ;Es tik ilgi neesmu tviterī, ka aizmirsu savu paroli. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I've convinced myself for so long to not get a tattoo.. and now I want one ;Es tik ilgi pārliecināju sevi, ka tetovējumu nevajag... un tagad es to gribu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm so excited to go outside when I get off and crawl around to change my car tire ;Es tik ļoti priecājos, ka, kad izkāpšu, varēšu iziet ārā un rāpties apkārt, lai nomainītu automašīnas riepu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Im only afraid of animals just incase you wanted to know ;Es tikai baidos no dzīvniekiem, ja jūs gribējāt zināt. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just wanna thank whoever posted that pic of Oberyn vs The Mountain. ;Es tikai gribu pateikties tam, kurš ievietoja šo Oberīna un Kalna attēlu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just really wish college books were more expensive ;Es tikai ļoti vēlos, lai koledžas grāmatas būtu dārgākas ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just wish these TV guys would root for Phil Mickelson. At least a little bit ... ;Es tikai vēlos, lai šie TV puiši atbalstītu Filu Mikelsonu. Vismaz mazliet... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just wish they would play more commercials for straight outta compton;Es tikai vēlos, lai viņi atskaņotu vairāk reklāmu Straight outta compton.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just fell asleep waiting for my coffee order;Es tikko aizmigu, gaidot savu kafijas pasūtījumu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I've just got home from the shops. I didn't miss anything in the cricket, did I? ;Es tikko atgriezos mājās no veikala. Es taču neko nepalaidu garām kripatiņai, vai ne? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just opened my psychology book. I'm entirely too excited for tomorrow. ;Es tikko atvēru savu psiholoģijas grāmatu. Es esmu pilnīgi pārāk satraukti par rītdienu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"I just saw a sign that read ""No signs allowed""";"Es tikko ieraudzīju zīmi ar uzrakstu ""Aizliegts izmantot zīmes"".";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just read an article about sleep deprivation caused by technology at 1 am ;Es tikko izlasīju rakstu par miega trūkumu, ko izraisa tehnoloģijas pulksten 1 naktī ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just spent 50$ on alcohol. So this is what being an adult is like . ;Es tikko iztērēju 50 dolārus alkoholam. Lūk, kā ir būt pieaugušam. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i just purged 80 percent of my closet. why do i feel so guilty?;Es tikko iztīrīju 80 procentus sava skapja. kāpēc es jūtos tik vainīga?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I just paid off my credit card and nothing would make me happier than some new dresses and lipsticks. ;Es tikko nomaksāju kredītkarti, un nekas mani nepadarītu laimīgāku par dažām jaunām kleitām un lūpu krāsām. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just bought a flight ticket from Edinburgh to Prague for the price of a return train ticket from Glasgow to Dundee. ;Es tikko nopirku lidmašīnas biļeti no Edinburgas uz Prāgu par to pašu cenu, ko maksāja vilciena biļete turp un atpakaļ no Glāzgovas uz Dandiju. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just blew the dust off my air compressor, using my lungs. ;Es tikko nopūšņāju putekļus no sava gaisa kompresora, izmantojot plaušas. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just saw an Amish person texting while driving ;Es tikko redzēju amišu cilvēku, kas rakstīja īsziņas braukšanas laikā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"I just looked up synonyms for the phrase ""in other words"" ";"Es tikko sameklēju sinonīmus frāzei ""citiem vārdiem"". ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"I just received a junk letter with a stamp reading ""Save A Tree"". ";"Es tikko saņēmu nevajadzīgu vēstuli ar zīmogu, uz kuras bija uzraksts ""Glābiet koku"". ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just realized that Kristen is the only one on the show who is married. . . . ;Es tikko sapratu, ka Kristena ir vienīgā šovā, kas ir precējusies. . . . ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just realized I have to be up in like 5 hours;Es tikko sapratu, ka man ir jāceļas pēc piecām stundām.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just realized that a trailer is a trailer because it trails behind the car ;Es tikko sapratu, ka piekabe ir piekabe tāpēc, ka tā seko aiz automašīnas ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just hurt myself with a heating pad... ;Es tikko sāpināju sevi ar sildīšanas spilventiņu... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
